id,description,source,book_id,cover_url
94,"One Hundred Years of Solitude 
https://images.gr-assets.com/books/1327881361m/320.jpg",0,94,https://images.gr-assets.com/books/1327881361m/320.jpg
95,"The Picture of Dorian Gray 
https://images.gr-assets.com/books/1424596966m/5297.jpg",0,95,https://images.gr-assets.com/books/1424596966m/5297.jpg
96,"Fifty Shades Freed (Fifty Shades, #3) 
https://images.gr-assets.com/books/1336418837m/13536860.jpg",0,96,https://images.gr-assets.com/books/1336418837m/13536860.jpg
97,"Dracula 
https://images.gr-assets.com/books/1387151694m/17245.jpg",0,97,https://images.gr-assets.com/books/1387151694m/17245.jpg
98,"The Girl Who Played with Fire (Millennium, #2) 
https://images.gr-assets.com/books/1351778881m/5060378.jpg",0,98,https://images.gr-assets.com/books/1351778881m/5060378.jpg
99,"Fifty Shades Darker (Fifty Shades, #2) 
https://images.gr-assets.com/books/1358266080m/11857408.jpg",0,99,https://images.gr-assets.com/books/1358266080m/11857408.jpg
100,"The Poisonwood Bible 
https://images.gr-assets.com/books/1412242487m/7244.jpg",0,100,https://images.gr-assets.com/books/1412242487m/7244.jpg
101,"Me Talk Pretty One Day 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
102,"Where the Wild Things Are 
https://images.gr-assets.com/books/1384434560m/19543.jpg",0,102,https://images.gr-assets.com/books/1384434560m/19543.jpg
103,"The Count of Monte Cristo 
https://images.gr-assets.com/books/1309203605m/7126.jpg",0,103,https://images.gr-assets.com/books/1309203605m/7126.jpg
104,"The Road 
https://images.gr-assets.com/books/1439197219m/6288.jpg",0,104,https://images.gr-assets.com/books/1439197219m/6288.jpg
105,"Allegiant (Divergent, #3) 
https://images.gr-assets.com/books/1395582745m/18710190.jpg",0,105,https://images.gr-assets.com/books/1395582745m/18710190.jpg
106,"Bossypants 
https://images.gr-assets.com/books/1481509554m/9418327.jpg",0,106,https://images.gr-assets.com/books/1481509554m/9418327.jpg
107,"A Walk to Remember 
https://images.gr-assets.com/books/1385738968m/3473.jpg",0,107,https://images.gr-assets.com/books/1385738968m/3473.jpg
108,"Confessions of a Shopaholic (Shopaholic, #1) 
https://images.gr-assets.com/books/1327872404m/9416.jpg",0,108,https://images.gr-assets.com/books/1327872404m/9416.jpg
109,"Les Misérables 
https://images.gr-assets.com/books/1411852091m/24280.jpg",0,109,https://images.gr-assets.com/books/1411852091m/24280.jpg
110,"A Clash of Kings  (A Song of Ice and Fire, #2) 
https://images.gr-assets.com/books/1358254974m/10572.jpg",0,110,https://images.gr-assets.com/books/1358254974m/10572.jpg
111,"The Memory Keeper's Daughter 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
112,"Me Before You (Me Before You, #1) 
https://images.gr-assets.com/books/1357108762m/15507958.jpg",0,112,https://images.gr-assets.com/books/1357108762m/15507958.jpg
113,"Catch-22 
https://images.gr-assets.com/books/1463157317m/168668.jpg",0,113,https://images.gr-assets.com/books/1463157317m/168668.jpg
114,"Tuesdays with Morrie 
https://images.gr-assets.com/books/1423763749m/6900.jpg",0,114,https://images.gr-assets.com/books/1423763749m/6900.jpg
115,"Middlesex 
https://images.gr-assets.com/books/1437029776m/2187.jpg",0,115,https://images.gr-assets.com/books/1437029776m/2187.jpg
116,"The Adventures of Tom Sawyer 
https://images.gr-assets.com/books/1404811979m/24583.jpg",0,116,https://images.gr-assets.com/books/1404811979m/24583.jpg
117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1) 
https://images.gr-assets.com/books/1329061522m/18131.jpg",0,117,https://images.gr-assets.com/books/1329061522m/18131.jpg
118,"The Joy Luck Club 
https://images.gr-assets.com/books/1304978653m/7763.jpg",0,118,https://images.gr-assets.com/books/1304978653m/7763.jpg
119,"The Handmaid's Tale 
https://images.gr-assets.com/books/1498057733m/38447.jpg",0,119,https://images.gr-assets.com/books/1498057733m/38447.jpg
120,"The Sisterhood of the Traveling Pants (Sisterhood, #1) 
https://images.gr-assets.com/books/1461611233m/452306.jpg",0,120,https://images.gr-assets.com/books/1461611233m/452306.jpg
121,"Lolita 
https://images.gr-assets.com/books/1377756377m/7604.jpg",0,121,https://images.gr-assets.com/books/1377756377m/7604.jpg
122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1) 
https://images.gr-assets.com/books/1437733293m/37442.jpg",0,122,https://images.gr-assets.com/books/1437733293m/37442.jpg
123,"The Firm (Penguin Readers, Level 5) 
https://images.gr-assets.com/books/1418465200m/5358.jpg",0,123,https://images.gr-assets.com/books/1418465200m/5358.jpg
124,"Room 
https://images.gr-assets.com/books/1344265419m/7937843.jpg",0,124,https://images.gr-assets.com/books/1344265419m/7937843.jpg
125,"Hamlet 
https://images.gr-assets.com/books/1351051208m/1420.jpg",0,125,https://images.gr-assets.com/books/1351051208m/1420.jpg
126,"Dune (Dune Chronicles #1) 
https://images.gr-assets.com/books/1434908555m/234225.jpg",0,126,https://images.gr-assets.com/books/1434908555m/234225.jpg
127,"The Tipping Point: How Little Things Can Make a Big Difference 
https://images.gr-assets.com/books/1473396980m/2612.jpg",0,127,https://images.gr-assets.com/books/1473396980m/2612.jpg
128,"Steve Jobs 
https://images.gr-assets.com/books/1327861368m/11084145.jpg",0,128,https://images.gr-assets.com/books/1327861368m/11084145.jpg
129,"One Flew Over the Cuckoo's Nest 
https://images.gr-assets.com/books/1485308778m/332613.jpg",0,129,https://images.gr-assets.com/books/1485308778m/332613.jpg
130,"The Old Man and the Sea 
https://images.gr-assets.com/books/1329189714m/2165.jpg",0,130,https://images.gr-assets.com/books/1329189714m/2165.jpg
131,"The Grapes of Wrath 
https://images.gr-assets.com/books/1352912927m/4395.jpg",0,131,https://images.gr-assets.com/books/1352912927m/4395.jpg
132,"The Five People You Meet in Heaven 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
133,"Anne of Green Gables (Anne of Green Gables, #1) 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
134,"City of Glass (The Mortal Instruments, #3) 
https://images.gr-assets.com/books/1369452339m/3777732.jpg",0,134,https://images.gr-assets.com/books/1369452339m/3777732.jpg
135,"A Storm of Swords (A Song of Ice and Fire, #3) 
https://images.gr-assets.com/books/1497931121m/62291.jpg",0,135,https://images.gr-assets.com/books/1497931121m/62291.jpg
136,"Divine Secrets of the Ya-Ya Sisterhood 
https://images.gr-assets.com/books/1408313524m/137791.jpg",0,136,https://images.gr-assets.com/books/1408313524m/137791.jpg
137,"Outlander (Outlander, #1) 
https://images.gr-assets.com/books/1402600310m/10964.jpg",0,137,https://images.gr-assets.com/books/1402600310m/10964.jpg
138,"The Scarlet Letter 
https://images.gr-assets.com/books/1404810944m/12296.jpg",0,138,https://images.gr-assets.com/books/1404810944m/12296.jpg
139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1) 
https://images.gr-assets.com/books/1472782916m/9460487.jpg",0,139,https://images.gr-assets.com/books/1472782916m/9460487.jpg
140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3) 
https://images.gr-assets.com/books/1327708260m/6892870.jpg",0,140,https://images.gr-assets.com/books/1327708260m/6892870.jpg
141,"The Martian 
https://images.gr-assets.com/books/1413706054m/18007564.jpg",0,141,https://images.gr-assets.com/books/1413706054m/18007564.jpg
142,"The Pillars of the Earth (The Kingsbridge Series, #1) 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
143,"All the Light We Cannot See 
https://images.gr-assets.com/books/1451445646m/18143977.jpg",0,143,https://images.gr-assets.com/books/1451445646m/18143977.jpg
144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption 
https://images.gr-assets.com/books/1327861115m/8664353.jpg",0,144,https://images.gr-assets.com/books/1327861115m/8664353.jpg
145,"Deception Point 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
146,"The Goldfinch 
https://images.gr-assets.com/books/1451554970m/17333223.jpg",0,146,https://images.gr-assets.com/books/1451554970m/17333223.jpg
147,"Thirteen Reasons Why 
https://images.gr-assets.com/books/1333822506m/1217100.jpg",0,147,https://images.gr-assets.com/books/1333822506m/1217100.jpg
148,"Girl with a Pearl Earring 
https://images.gr-assets.com/books/1327197580m/2865.jpg",0,148,https://images.gr-assets.com/books/1327197580m/2865.jpg
149,"If I Stay (If I Stay, #1) 
https://images.gr-assets.com/books/1347462970m/4374400.jpg",0,149,https://images.gr-assets.com/books/1347462970m/4374400.jpg
150,"The Red Tent 
https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png",0,150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
151,"The Sea of Monsters (Percy Jackson and the Olympians, #2) 
https://images.gr-assets.com/books/1400602661m/28186.jpg",0,151,https://images.gr-assets.com/books/1400602661m/28186.jpg
152,"Dear John 
https://images.gr-assets.com/books/1397749854m/5526.jpg",0,152,https://images.gr-assets.com/books/1397749854m/5526.jpg
153,"City of Ashes (The Mortal Instruments, #2) 
https://images.gr-assets.com/books/1432730356m/1582996.jpg",0,153,https://images.gr-assets.com/books/1432730356m/1582996.jpg
154,"Macbeth 
https://images.gr-assets.com/books/1459795224m/8852.jpg",0,154,https://images.gr-assets.com/books/1459795224m/8852.jpg
155,"The Two Towers (The Lord of the Rings, #2) 
https://images.gr-assets.com/books/1298415523m/15241.jpg",0,155,https://images.gr-assets.com/books/1298415523m/15241.jpg
156,"Something Borrowed (Darcy & Rachel, #1) 
https://images.gr-assets.com/books/1305063535m/42156.jpg",0,156,https://images.gr-assets.com/books/1305063535m/42156.jpg
157,"Green Eggs and Ham 
https://images.gr-assets.com/books/1468680100m/23772.jpg",0,157,https://images.gr-assets.com/books/1468680100m/23772.jpg
158,"Charlie and the Chocolate Factory (Charlie Bucket, #1) 
https://images.gr-assets.com/books/1309211401m/6310.jpg",0,158,https://images.gr-assets.com/books/1309211401m/6310.jpg
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4) 
https://images.gr-assets.com/books/1443142158m/2120932.jpg",0,159,https://images.gr-assets.com/books/1443142158m/2120932.jpg
160,"Great Expectations 
https://images.gr-assets.com/books/1327920219m/2623.jpg",0,160,https://images.gr-assets.com/books/1327920219m/2623.jpg
161,"The Return of the King (The Lord of the Rings, #3) 
https://images.gr-assets.com/books/1389977161m/18512.jpg",0,161,https://images.gr-assets.com/books/1389977161m/18512.jpg
162,"The Stranger 
https://images.gr-assets.com/books/1349927872m/49552.jpg",0,162,https://images.gr-assets.com/books/1349927872m/49552.jpg
163,"The Lost Hero (The Heroes of Olympus, #1) 
https://images.gr-assets.com/books/1464201003m/7736182.jpg",0,163,https://images.gr-assets.com/books/1464201003m/7736182.jpg
164,"Eleanor & Park 
https://images.gr-assets.com/books/1341952742m/15745753.jpg",0,164,https://images.gr-assets.com/books/1341952742m/15745753.jpg
165,"A Feast for Crows (A Song of Ice and Fire, #4) 
https://images.gr-assets.com/books/1429538615m/13497.jpg",0,165,https://images.gr-assets.com/books/1429538615m/13497.jpg
166,"Matched (Matched, #1) 
https://images.gr-assets.com/books/1367706191m/7735333.jpg",0,166,https://images.gr-assets.com/books/1367706191m/7735333.jpg
167,"American Gods (American Gods, #1) 
https://images.gr-assets.com/books/1258417001m/4407.jpg",0,167,https://images.gr-assets.com/books/1258417001m/4407.jpg
168,"The Stand 
https://images.gr-assets.com/books/1213131305m/149267.jpg",0,168,https://images.gr-assets.com/books/1213131305m/149267.jpg
169,"The Last Song 
https://images.gr-assets.com/books/1286549186m/6400090.jpg",0,169,https://images.gr-assets.com/books/1286549186m/6400090.jpg
170,"Digital Fortress 
https://images.gr-assets.com/books/1360095966m/11125.jpg",0,170,https://images.gr-assets.com/books/1360095966m/11125.jpg
171,"Emma 
https://images.gr-assets.com/books/1373627931m/6969.jpg",0,171,https://images.gr-assets.com/books/1373627931m/6969.jpg
172,"Anna Karenina 
https://images.gr-assets.com/books/1352422904m/15823480.jpg",0,172,https://images.gr-assets.com/books/1352422904m/15823480.jpg
173,"A Clockwork Orange 
https://images.gr-assets.com/books/1348339306m/227463.jpg",0,173,https://images.gr-assets.com/books/1348339306m/227463.jpg
